doi,title,publisher,publication_year,cited_by_count,pdf_url,open_access,download_status
10.1021/ar800105q,Surface Chemistry for Molecular Layer Deposition of Organic and Hybrid Organic−Inorganic Polymers,American Chemical Society,2009,370,,False,Pending
10.1021/ja8040477,Oxidative Quenching and Degradation of Polymer-Encapsulated Quantum Dots: New Insights into the Long-Term Fate and Toxicity of Nanocrystals in Vivo,American Chemical Society,2008,286,,True,Pending
10.1021/nl080761g,Expedient Vapor Probing of Organic Amines Using Fluorescent Nanofibers Fabricated from an n-Type Organic Semiconductor,American Chemical Society,2008,283,,False,Pending
10.1016/j.pmatsci.2009.08.003,Recent advances in wide bandgap semiconductor biological and gas sensors,Elsevier BV,2009,279,,False,Pending
10.1063/1.2773759,Effective electrical passivation of Ge(100) for high-k gate dielectric layers using germanium oxide,American Institute of Physics,2007,269,,False,Pending
10.1002/anie.200604540,Evaporation‐Induced Self‐Assembly of Nanoparticles from a Sphere‐on‐Flat Geometry,Wiley,2007,238,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.200604540,True,Pending
10.1021/ja9077733,Au Growth on Semiconductor Nanorods: Photoinduced versus Thermal Growth Mechanisms,American Chemical Society,2009,203,,False,Pending
10.1002/smll.200801555,Aqueous‐Phase Synthesis of Highly Luminescent CdTe/ZnTe Core/Shell Quantum Dots Optimized for Targeted Bioimaging,Wiley,2009,182,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.200801555,True,Pending
10.1016/j.progsurf.2008.10.005,Photoinduced electron dynamics at the chromophore–semiconductor interface: A time-domain ab initio perspective,Elsevier BV,2009,180,,False,Pending
10.1002/adma.200502470,Chemistry for Positive Pattern Transfer Using Area‐Selective Atomic Layer Deposition,Advanced Materials,2006,159,,False,Pending
10.1021/cm802495p,Self-Organized Anodic TiO<sub>2</sub> Nanotube Arrays Functionalized by Iron Oxide Nanoparticles,American Chemical Society,2009,155,,False,Pending
10.1021/cm7033189,Application of Atomic Layer Deposition of Platinum to Solid Oxide Fuel Cells,American Chemical Society,2008,122,,False,Pending
10.1116/1.2359728,Area selective atomic layer deposition of titanium dioxide: Effect of precursor chemistry,American Institute of Physics,2006,104,https://pubs.aip.org/avs/jvb/article-pdf/24/6/2523/14921287/2523_1_online.pdf,True,Pending
10.1149/1.2789301,Area-Selective Atomic Layer Deposition of Platinum on YSZ Substrates Using Microcontact Printed SAMs,Institute of Physics,2007,75,,False,Pending
10.1143/jjap.46.l988,Optically Manipulated Deposition of Carbon Nanotubes onto Optical Fiber End,Institute of Physics,2007,47,,False,Pending
10.1039/b606052h,Supported phospholipid bilayer formation on hydrophilicity-controlled silicon dioxide surfaces,Royal Society of Chemistry,2006,83,,False,Pending
10.1116/1.2782546,Transport behavior of atomic layer deposition precursors through polymer masking layers: Influence on area selective atomic layer deposition,American Institute of Physics,2007,67,https://avs.scitation.org/doi/pdf/10.1116/1.2782546,True,Pending
10.1016/j.surfcoat.2007.04.126,Spatial control over atomic layer deposition using microcontact-printed resists,Elsevier BV,2007,50,,False,Pending
10.1021/ja803186e,Generation of Oxide Nanopatterns by Combining Self-Assembly of S-Layer Proteins and Area-Selective Atomic Layer Deposition,American Chemical Society,2008,49,,False,Pending
10.1021/jp060419x,"High-Density Arrays of InGaN Nanorings, Nanodots, and Nanoarrows Fabricated by a Template-Assisted Approach",American Chemical Society,2006,40,,False,Pending
10.1016/j.jmmm.2008.08.022,Fabrication of CoPt magnetic nanodot arrays by electrodeposition process,Elsevier BV,2008,38,,False,Pending
10.1021/ja803471g,Blocking the Lateral Film Growth at the Nanoscale in Area-Selective Atomic Layer Deposition,American Chemical Society,2008,53,,False,Pending
10.1149/1.2979997,Area Selective Atomic Layer Deposition of Cobalt Thin Films,Institute of Physics,2008,42,,False,Pending
10.1016/j.mee.2008.01.105,Nanopatterning materials using area selective atomic layer deposition in conjunction with thermochemical surface modification via heated AFM cantilever probe lithography,Elsevier BV,2008,40,,False,Pending
10.1143/jjap.46.l303,Aligned Growth of Single-Walled and Double-Walled Carbon Nanotube Films by Control of Catalyst Preparation,Institute of Physics,2007,29,,False,Pending
10.1149/1.2721494,Atomic Layer Deposition of Platinum for Solid Oxide Fuel Cells,Institute of Physics,2007,10,,False,Pending
10.1149/1.2721492,Area Selective Atomic Layer Deposition of Titanium Dioxide,Institute of Physics,2007,6,,False,Pending
10.1117/12.700054,Novel cost effective carbon nanotubes deposition technique using optical tweezer effect,SPIE,2007,19,,False,Pending
10.1002/pssb.200675621,Area selective growth of GaAs by migration‐enhanced epitaxy,Wiley,2007,11,,False,Pending
10.1016/j.carbon.2007.09.037,Selected area deposition of multiwalled carbon nanotubes from solution,Elsevier BV,2007,11,,False,Pending
10.1063/1.2400114,Area-selective deposition of self-assembled monolayers on SiO2∕Si(100) patterns,American Institute of Physics,2006,6,,False,Pending
10.3906/tar-1204-29,Effects of agronomic practices on the physico-chemical properties of soil waters in rice culture,Scientific and Technological Research Council of Turkey (TUBITAK),2013,6,,True,Pending
10.1143/jjap.45.2939,Area-Selective Post-Deposition Annealing Process Using Flash Lamp and Si Photoenergy Absorber for Metal/High-k Gate Metal–Insulator–Semiconductor Field-Effect Transistors with NiSi Source/Drain,Institute of Physics,2006,3,,False,Pending
10.1016/j.surfcoat.2008.05.016,Wettability control of photocatalytic crystal layers by hydrophobic coating and subsequent UV light irradiation,Elsevier BV,2008,3,,False,Pending
10.1016/j.diamond.2006.11.070,Area-selective growth of aligned single-walled carbon nanotube films using microwave plasma-enhanced CVD,Elsevier BV,2007,13,,False,Pending
10.1016/j.jpcs.2007.08.008,Selective MOCVD of titanium oxide and zirconium oxide thin films using single molecular precursors on Si(1 0 0) substrates,Elsevier BV,2007,6,,False,Pending
10.1117/12.712458,A novel top surface imaging approach utilizing direct-area selective atomic layer deposition of hardmasks,SPIE,2007,2,,False,Pending
10.4139/sfj.60.208,Metallization of Oxide/Hydroxide Film of Aluminum: the Palladium Activation Techniques,The Surface Finishing Society of Japan,2009,1,https://www.jstage.jst.go.jp/article/sfj/60/3/60_3_208/_pdf,True,Pending
10.1557/proc-0917-e11-05,Area Selective Atomic Layer Deposition by Soft Lithography,Cambridge University Press,2006,1,,False,Pending
10.1038/nbt994,In vivo cancer targeting and imaging with semiconductor quantum dots,Nature Portfolio,2004,4701,,False,Pending
10.1002/anie.200351577,Daylight Photocatalysis by Carbon‐Modified Titanium Dioxide,Wiley,2003,2049,,False,Pending
10.1021/jp0105488,Synthesis and Properties of Biocompatible Water-Soluble Silica-Coated CdSe/ZnS Semiconductor Quantum Dots,American Chemical Society,2001,1246,,True,Pending
10.1002/adfm.200390013,Novel Nanostructures of Functional Oxides Synthesized by Thermal Evaporation,Wiley,2003,1153,,False,Pending
10.1002/anie.200500946,Self‐Assembled Vanadium Pentoxide (V<sub>2</sub>O<sub>5</sub>) Hollow Microspheres from Nanorods and Their Application in Lithium‐Ion Batteries,Wiley,2005,882,,False,Pending
10.1016/s0254-0584(00)00217-0,Chemical deposition method for metal chalcogenide thin films,Elsevier BV,2000,797,,False,Pending
10.1016/s0021-9517(02)00069-6,Novel catalysts for advanced hydroprocessing: transition metal phosphides,Elsevier BV,2003,778,,False,Pending
10.1016/j.ccr.2004.01.007,Porphyrins as light harvesters in the dye-sensitised TiO2 solar cell,Elsevier BV,2004,769,,False,Pending
10.1021/jp021235v,Surface Restructuring of Nanoparticles:  An Efficient Route for Ligand−Metal Oxide Crosstalk,American Chemical Society,2002,700,,False,Pending
10.1103/physrevb.72.085108,Functional designed to include surface effects in self-consistent density functional theory,American Physical Society,2005,614,http://link.aps.org/pdf/10.1103/PhysRevB.72.085108,True,Pending
10.1016/j.mser.2004.09.001,ZnO nanowire growth and devices,Elsevier BV,2004,574,,False,Pending
10.1116/1.1622676,Atomic layer deposition of metal and nitride thin films: Current research efforts and applications for semiconductor device processing,American Institute of Physics,2003,538,,False,Pending
10.1063/1.1810205,Threshold voltage shift in organic field effect transistors by dipole monolayers on the gate insulator,American Institute of Physics,2004,518,,True,Pending
10.1016/s0039-6028(01)01553-9,"Organic functionalization of group IV semiconductor surfaces: principles, examples, applications, and prospects",Elsevier BV,2002,494,,False,Pending
10.1126/science.288.5464.319,Atomic Layer Deposition of Oxide Thin Films with Metal Alkoxides as Oxygen Sources,American Association for the Advancement of Science,2000,482,,False,Pending
10.1117/1.1506706,Quantum-dot nanocrystals for ultrasensitive biological labeling and multicolor optical encoding,SPIE,2002,420,https://www.spiedigitallibrary.org/journals/journal-of-biomedical-optics/volume-7/issue-4/0000/Quantum-dot-nanocrystals-for-ultrasensitive-biological-labeling-and-multicolor-optical/10.1117/1.1506706.pdf,True,Pending
10.1063/1.2146060,Surface passivation of III-V compound semiconductors using atomic-layer-deposition-grown Al2O3,American Institute of Physics,2005,331,,False,Pending
10.1063/1.1899745,Hf O 2 and Al2O3 gate dielectrics on GaAs grown by atomic layer deposition,American Institute of Physics,2005,312,,False,Pending
10.1021/es0517419,Efficient Decomposition of Environmentally Persistent Perfluorooctanesulfonate and Related Fluorochemicals Using Zerovalent Iron in Subcritical Water,American Chemical Society,2006,292,,False,Pending
10.1063/1.2357013,High-performance ZnO nanowire field effect transistors,American Institute of Physics,2006,249,,True,Pending
10.1021/ja062494r,"Rational Synthesis, Self-Assembly, and Optical Properties of PbS−Au Heterogeneous Nanostructures via Preferential Deposition",American Chemical Society,2006,249,,True,Pending
10.2217/17435889.1.2.209,Quantum Dots and Multifunctional Nanoparticles: New Contrast Agents for Tumor Imaging,Future Medicine,2006,245,,False,Pending
10.1063/1.2120904,Leakage current and breakdown electric-field studies on ultrathin atomic-layer-deposited Al2O3 on GaAs,American Institute of Physics,2005,240,,False,Pending
10.1021/bm060220q,Carboxylic Acid-Functionalized Conductive Polypyrrole as a Bioactive Platform for Cell Adhesion,American Chemical Society,2006,225,,True,Pending
10.1063/1.1922076,Achieving area-selective atomic layer deposition on patterned substrates by selective surface modification,American Institute of Physics,2005,147,,False,Pending
10.1021/nl0156383,Controlled Synthesis of Semiconductor PbS Nanocrystals and Nanowires Inside Mesoporous Silica SBA-15 Phase,American Chemical Society,2001,160,,False,Pending
10.1039/b514499j,Selective growth of IrO<sub>2</sub>nanorods using metalorganic chemical vapor deposition,Royal Society of Chemistry,2005,27,,False,Pending
10.1088/0957-4484/17/9/r01,One-dimensional conductive IrO<sub>2</sub>nanocrystals,IOP Publishing,2006,67,,False,Pending
10.1002/adma.200401967,Microcontact Printing as a Versatile Tool for Patterning Organic Field<b>‐</b>Effect Transistors,Advanced Materials,2005,40,,False,Pending
10.1016/s0013-4686(01)00554-0,Photolithography based on organosilane self-assembled monolayer resist,Elsevier BV,2001,54,,False,Pending
10.1021/cm0490165,Etchingless Microfabrication of a Thick Metal Oxide Film on a Flexible Polymer Substrate,American Chemical Society,2004,41,,False,Pending
10.1002/1521-3862(200008)6:4<199::aid-cvde199>3.0.co;2-2,Selective Nucleation and Area-Selective OMCVD of Gold on Patterned Self-Assembled Organic Monolayers Studied by AFM and XPS: A Comparison of OMCVD and PVD,Wiley,2000,40,,False,Pending
10.1039/b409283j,Area-selective growth of ruthenium dioxide nanorods on LiNbO3(100) and Zn/Si substrates,Royal Society of Chemistry,2004,27,,False,Pending
10.1016/j.jmmm.2004.10.040,Area selective formation of magnetic nanodot arrays on Si wafer by electroless deposition,Elsevier BV,2004,14,,False,Pending
10.1051/jp4:20013149,Area selective OMCVD of gold and palladium on self-assembled organic monolayers : Control of nucleation sites,Springer Science+Business Media,2001,11,,False,Pending
10.1016/s0169-4332(01)00633-x,Laser-assisted deposition of Pd-doped diamond-like films from liquid hydrocarbons and their use for glass metallization,Elsevier BV,2002,9,,False,Pending
10.1557/proc-811-d3.3,Controlling Area-Selective Atomic Layer Deposition of HfO<sub>2</sub> Dielectric by Self-assembled Monolayers,Cambridge University Press,2004,4,,False,Pending
10.1143/jjap.39.2457,Determination of the Facet Index in Area Selective Epitaxy of GaAs,Institute of Physics,2000,16,,False,Pending
10.1016/j.mee.2004.07.059,Fabrication of built-in copper microstructures on epoxy resin,Elsevier BV,2004,9,,False,Pending
10.1557/proc-636-d4.7.1,Nanofabrication Using Self-Assembled Alumina Templates,Cambridge University Press,2000,7,,False,Pending
10.1116/1.1563256,Patterning SiO2 thin films using synchrotron radiation stimulated etching with a Co contact mask,American Institute of Physics,2003,4,https://pubs.aip.org/avs/jvb/article-pdf/21/2/818/8206544/818_1_online.pdf,True,Pending
10.1063/1.1785864,Area-selective formation of Si nanocrystals by assisted ion-beam irradiation during dual-ion-beam deposition,American Institute of Physics,2004,3,,False,Pending
10.1117/12.592618,Disordering of InGaAs/GaAs multiquantum well structure by impurity-free vacancy diffusion for advanced optoelectronic devices and their integration,SPIE,2005,2,,False,Pending
10.1143/jjap.42.4016,Synchrotron Radiation Stimulated Etching of SiO<sub>2</sub>Thin Films with a Co Contact Mask for the Area-Selective Deposition of Self-Assembled Monolayer,Institute of Physics,2003,12,,False,Pending
10.1016/j.physe.2004.03.013,Growth of GaAs nanostructures by area selective epitaxy by migration-enhanced epitaxy,Elsevier BV,2004,4,,False,Pending
10.1117/12.598856,Area selective atomic layer deposition: use of lithographically defined polymer masking layers for the deposition of titanium dioxide,SPIE,2005,4,,False,Pending
10.1016/s0167-9317(04)00113-3,Resist-free patterned deposition of titanium dioxide thin films by light-induced chemical vapour deposition,Elsevier BV,2004,4,,False,Pending
10.1143/jjap.41.2505,Growth of GaAs/InAs Antidot Structure by Solid-Source MBE,Institute of Physics,2002,3,,False,Pending
