doi,title,publication_year,cited_by_count,citation_normalized_percentile,pdf_url,open_access,source,priority,download_status
10.1021/acs.chemmater.7b02902,"Structural, Chemical, and Dynamical Frustration: Origins of Superionic Conductivity in <i>closo</i>-Borate Solid Electrolytes",2017.0,169,0.98367225,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/anie.201807304,Salt‐Based Organic–Inorganic Nanocomposites: Towards A Stable Lithium Metal/Li<sub>10</sub>GeP<sub>2</sub>S<sub>12</sub> Solid Electrolyte Interface,2018.0,169,0.98909378,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/advs.202003370,LiDFOB Initiated In Situ Polymerization of Novel Eutectic Solution Enables Room‐Temperature Solid Lithium Metal Batteries,2020.0,169,0.98039074,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202003370,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.201500865,Excellent Compatibility of Solvate Ionic Liquids with Sulfide Solid Electrolytes: Toward Favorable Ionic Contacts in Bulk‐Type All‐Solid‐State Lithium‐Ion Batteries,2015.0,168,0.97033741,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.7b03474,Influence of Lattice Dynamics on Na<sup>+</sup>Transport in the Solid Electrolyte Na<sub>3</sub>PS<sub>4–<i>x</i></sub>Se<sub><i>x</i></sub>,2017.0,168,0.98406746,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2018.03.076,Surface-protected LiCoO2 with ultrathin solid oxide electrolyte film for high-voltage lithium ion batteries and lithium polymer batteries,2018.0,168,0.98052642,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.201801528,Ameliorating the Interfacial Problems of Cathode and Solid‐State Electrolytes by Interface Modification of Functional Polymers,2018.0,168,0.98257135,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.nanoen.2019.104398,Comprehensively-upgraded polymer electrolytes by multifunctional aramid nanofibers for stable all-solid-state Li-ion batteries,2019.0,168,0.98427507,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.9b05295,Chemomechanical Failure Mechanism Study in NASICON-Type Li<sub>1.3</sub>Al<sub>0.3</sub>Ti<sub>1.7</sub>(PO<sub>4</sub>)<sub>3</sub> Solid-State Lithium Batteries,2020.0,168,0.98826212,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.8b22221,Identification of the Solid Electrolyte Interface on the Si/C Composite Anode with FEC as the Additive,2019.0,165,0.98842207,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/ange.201909805,Water‐Mediated Synthesis of a Superionic Halide Solid Electrolyte,2019.0,165,0.97788038,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.9b01857,"Further Evidence for Energy Landscape Flattening in the Superionic Argyrodites Li <sub> 6+ <i>x</i> </sub> P <sub> 1– <i>x</i> </sub> M <sub> <i>x</i> </sub> S <sub>5</sub> I (M = Si, Ge, Sn)",2019.0,164,0.98720084,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adma.201905771,A Single‐Ion Conducting Borate Network Polymer as a Viable Quasi‐Solid Electrolyte for Lithium Metal Batteries,2020.0,164,0.98908219,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsnano.9b09928,Ultrastable Silicon Anode by Three-Dimensional Nanoarchitecture Design,2020.0,164,0.98968598,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2018.06.055,Demonstration of high current densities and extended cycling in the garnet Li7La3Zr2O12 solid electrolyte,2018.0,163,0.98762352,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/anie.202107648,Insights into the Ionic Conduction Mechanism of Quasi‐Solid Polymer Electrolytes through Multispectral Characterization,2021.0,163,0.98900983,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/cm5047534,"Electron Spectroscopy Study of Li[Ni,Co,Mn]O<sub>2</sub>/Electrolyte Interface: Electronic Structure, Interface Composition, and Device Implications",2015.0,162,0.97561996,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.nanoen.2019.05.002,High-areal-capacity all-solid-state lithium batteries enabled by rational design of fast ion transport channels in vertically-aligned composite polymer electrodes,2019.0,162,0.98980728,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adfm.201910813,"Amine‐Functionalized Boron Nitride Nanosheets: A New Functional Additive for Robust, Flexible Ion Gel Electrolyte with High Lithium‐Ion Transference Number",2020.0,162,0.98754117,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.201910813,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.electacta.2018.11.034,Temperature dependent flux balance of the Li/Li7La3Zr2O12 interface,2018.0,161,0.98439352,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.201902125,An Air‐Stable and Dendrite‐Free Li Anode for Highly Stable All‐Solid‐State Sulfide‐Based Li Batteries,2019.0,161,0.98777941,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2019.11.018,"Garnet-rich composite solid electrolytes for dendrite-free, high-rate, solid-state lithium-metal batteries",2019.0,161,0.98277335,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1038/s41467-021-26895-4,A mechanistic investigation of the Li10GeP2S12|LiNi1-x-yCoxMnyO2 interface stability in all-solid-state lithium batteries,2021.0,161,0.98974265,https://www.nature.com/articles/s41467-021-26895-4.pdf,True,Overall Top Citation,2,Success (API)
10.1021/acsenergylett.8b02381,Cryogenic Focused Ion Beam Characterization of Lithium Metal Anodes,2019.0,160,0.98991542,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.cej.2019.02.148,Hybridizing poly(vinylidene fluoride-co-hexafluoropropylene) with Li6.5La3Zr1.5Ta0.5O12 as a lithium-ion electrolyte for solid state lithium metal batteries,2019.0,160,0.98930239,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2007.07.020,"Solvent-free, PYR1ATFSI ionic liquid-based ternary polymer electrolyte systems",2007.0,159,0.97370961,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.7b03284,"Metal Borohydrides as Electrolytes for Solid-State Li, Na, Mg, and Ca Batteries: A First-Principles Study",2017.0,159,0.97592427,,False,Overall Top Citation,2,Success (Crawling)
10.1002/aenm.202000709,"Facilitating Interfacial Stability Via Bilayer Heterostructure Solid Electrolyte Toward High‐energy, Safe and Adaptable Lithium Batteries",2020.0,159,0.98806836,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2013.03.155,Li7La3Zr2O12 electrolyte stability in air and fabrication of a Li/Li7La3Zr2O12/Cu0.1V2O5 solid-state battery,2013.0,159,0.96466889,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1149/2.0481711jes,Simulation of the Effect of Contact Area Loss in All-Solid-State Li-Ion Batteries,2017.0,157,0.96707337,http://jes.ecsdl.org/content/164/11/E3512.full.pdf,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.electacta.2017.08.162,Electrochemical performance of all-solid-state lithium batteries using inorganic lithium garnets particulate reinforced PEO/LiClO4 electrolyte,2017.0,157,0.9832173,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2018.02.015,Li6.75La3Zr1.75Ta0.25O12@amorphous Li3OCl composite electrolyte for solid state lithium-metal batteries,2018.0,157,0.98042395,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1038/s41467-021-26143-9,On the crystallography and reversibility of lithium electrodeposits at ultrahigh capacity,2021.0,157,0.98728583,https://www.nature.com/articles/s41467-021-26143-9.pdf,True,Overall Top Citation,2,Success (API)
10.1021/acsenergylett.8b00948,Engineering Materials for Progressive All-Solid-State Na Batteries,2018.0,156,0.98258917,,False,Overall Top Citation,2,Success (Crawling)
10.1016/j.nanoen.2018.08.030,Stabilizing interface between Li10SnP2S12 and Li metal by molecular layer deposition,2018.0,156,0.98513308,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1149/2.035308jes,Effect of Manganese Contamination on the Solid-Electrolyte-Interphase Properties in Li-Ion Batteries,2013.0,155,0.98214771,https://iopscience.iop.org/article/10.1149/2.035308jes/pdf,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.memsci.2019.03.048,A polyacrylonitrile (PAN)-based double-layer multifunctional gel polymer electrolyte for lithium-sulfur batteries,2019.0,155,0.98363641,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.est.2019.100947,"PEO/LAGP hybrid solid polymer electrolytes for ambient temperature lithium batteries by solvent-free, “one pot” preparation",2019.0,155,0.98943616,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.8b03420,Electrochemical Redox Behavior of Li Ion Conducting Sulfide Solid Electrolytes,2019.0,154,0.97990368,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.9b15374,High-Performance Metal–Organic Framework-Based Single Ion Conducting Solid-State Electrolytes for Low-Temperature Lithium Metal Batteries,2019.0,154,0.98421898,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsnano.9b08803,Highly Adhesive Li-BN Nanosheet Composite Anode with Excellent Interfacial Compatibility for Solid-State Li Metal Batteries,2019.0,154,0.98730905,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adfm.201906189,Intrinsic Lithiophilicity of Li–Garnet Electrolytes Enabling High‐Rate Lithium Cycling,2019.0,154,0.98760216,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1039/c0ee00266f,Factors affecting cyclic durability of all-solid-state lithium polymer batteries using poly(ethylene oxide)-based solid polymer electrolytes,2010.0,153,0.90732693,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jallcom.2013.12.191,Improved chemical stability and cyclability in Li2S–P2S5–P2O5–ZnO composite electrolytes for all-solid-state rechargeable lithium batteries,2014.0,153,0.9571172,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1016/j.ssi.2018.04.011,XPS and SEM analysis between Li/Li3PS4 interface with Au thin film for all-solid-state lithium batteries,2018.0,153,0.98006309,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.0c03738,Mechanistic Origin of Superionic Lithium Diffusion in Anion-Disordered Li <sub>6</sub> PS <sub>5</sub> <i>X</i> Argyrodites,2021.0,153,0.98906016,https://pubs.acs.org/doi/pdf/10.1021/acs.chemmater.0c03738,True,Overall Top Citation,2,Success (Sci-Hub)
10.1039/c6ta02294d,Fabrication of ultrathin solid electrolyte membranes of β-Li<sub>3</sub>PS<sub>4</sub> nanoflakes by evaporation-induced self-assembly for all-solid-state batteries,2016.0,152,0.97276003,,True,Overall Top Citation,2,Success (Crawling)
10.1016/j.nanoen.2018.04.076,Boosting interfacial Li+ transport with a MOF-based ionic conductor for solid-state batteries,2018.0,152,0.98375197,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2018.09.024,Insight on lithium metal anode interphasial chemistry: Reduction mechanism of cyclic ether solvent and SEI film formation,2018.0,152,0.96870252,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2018.11.041,Mechanical failure of garnet electrolytes during Li electrodeposition observed by in-operando microscopy,2018.0,152,0.98699534,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.9b01435,"Fast Rotational Dynamics in Argyrodite-Type Li<sub>6</sub>PS<sub>5</sub>X (X: Cl, Br, I) as Seen by <sup>31</sup>P Nuclear Magnetic Relaxation—On Cation–Anion Coupled Transport in Thiophosphates",2019.0,152,0.98256622,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.etran.2019.100010,Practical evaluation of energy densities for sulfide solid-state batteries,2019.0,152,0.98170747,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1021/acs.chemmater.1c00555,"Material Design Strategy for Halide Solid Electrolytes Li<sub>3</sub>MX<sub>6</sub> (X = Cl, Br, and I) for All-Solid-State High-Voltage Li-Ion Batteries",2021.0,152,0.98832809,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/anie.202107444,High‐Voltage‐Tolerant Covalent Organic Framework Electrolyte with Holistically Oriented Channels for Solid‐State Lithium Metal Batteries with Nickel‐Rich Cathodes,2021.0,152,0.98984714,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/chem.201703464,A Newly Designed Composite Gel Polymer Electrolyte Based on Poly(Vinylidene Fluoride‐Hexafluoropropylene) (PVDF‐HFP) for Enhanced Solid‐State Lithium‐Sulfur Batteries,2017.0,151,0.97971094,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsenergylett.1c01395,Stack Pressure Measurements to Probe the Evolution of the Lithium–Solid-State Electrolyte Interface,2021.0,151,0.98936672,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1038/s41565-021-01036-6,Interfacial-engineering-enabled practical low-temperature sodium metal battery,2021.0,151,0.98819541,,False,Overall Top Citation,2,Success (API)
10.1021/cm047846c,"Fabrication of High-Voltage, High-Capacity All-Solid-State Lithium Polymer Secondary Batteries by Application of the Polymer Electrolyte/Inorganic Electrolyte Composite Concept",2005.0,150,0.97371124,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.nanolett.5b05234,"Solid-State Li-Ion Batteries Using Fast, Stable, Glassy Nanocomposite Electrolytes for Good Safety and Long Cycle-Life",2016.0,150,0.98319522,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1149/2.0841704jes,Contact between Garnet-Type Solid Electrolyte and Lithium Metal Anode: Influence on Charge Transfer Resistance and Short Circuit Prevention,2017.0,150,0.98632384,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.0c18590,Li<sub>2</sub>ZrO<sub>3</sub>-Coated NCM622 for Application in Inorganic Solid-State Batteries: Role of Surface Carbonates in the Cycling Performance,2020.0,150,0.98510381,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1039/c7ta03699j,Ionic conductivity promotion of polymer electrolyte with ionic liquid grafted oxides for all-solid-state lithium–sulfur batteries,2017.0,149,0.98512902,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.202101915,Superionic Fluorinated Halide Solid Electrolytes for Highly Stable Li‐Metal in All‐Solid‐State Li Batteries,2021.0,149,0.98837385,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/nn505490u,Structural Optimization of 3D Porous Electrodes for High-Rate Performance Lithium Ion Batteries,2014.0,148,0.9578849,,True,Overall Top Citation,2,Success (Crawling)
10.1021/acs.chemmater.7b00805,Nanoscale Solid State Batteries Enabled by Thermal Atomic Layer Deposition of a Lithium Polyphosphazene Solid State Electrolyte,2017.0,148,0.98473381,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2018.05.006,Flexible poly(ethylene carbonate)/garnet composite solid electrolyte reinforced by poly(vinylidene fluoride-hexafluoropropylene) for lithium metal batteries,2018.0,148,0.98537811,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsaem.0c01870,Na<sub>3–<i>x</i></sub>Er<sub>1–<i>x</i></sub>Zr<sub><i>x</i></sub>Cl<sub>6</sub>—A Halide-Based Fast Sodium-Ion Conductor with Vacancy-Driven Ionic Transport,2020.0,148,0.96984716,https://pubs.acs.org/doi/pdf/10.1021/acsaem.0c01870,True,Overall Top Citation,2,Success (Sci-Hub)
10.1111/j.1151-2916.1999.tb01923.x,Mechanochemical Synthesis of New Amorphous Materials of 60Li <sub>2</sub> S·40SiS <sub>2</sub> with High Lithium Ion Conductivity,1999.0,147,0.9797062,,False,Overall Top Citation,2,Success (API)
10.1021/acs.nanolett.9b00450,High-Safety All-Solid-State Lithium-Metal Battery with High-Ionic-Conductivity Thermoresponsive Solid Polymer Electrolyte,2019.0,147,0.9836623,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/cm5045122,Effects of Gallium Doping in Garnet-Type Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub> Solid Electrolytes,2015.0,146,0.97177228,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/cssc.201500783,All‐Solid‐State Lithium‐Ion Batteries with Grafted Ceramic Nanoparticles Dispersed in Solid Polymer Electrolytes,2015.0,146,0.9708157,,False,Overall Top Citation,2,Success (API)
10.1002/adma.201704313,Thermodynamics and Kinetics of Sulfur Cathode during Discharge in MgTFSI<sub>2</sub>–DME Electrolyte,2017.0,146,0.97922842,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.201704313,True,Overall Top Citation,2,Success (API)
10.1021/acsami.7b14662,Suppression of Dendritic Lithium Growth by in Situ Formation of a Chemically Stable and Mechanically Strong Solid Electrolyte Interphase,2017.0,146,0.97743618,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/s0167-2738(02)00823-8,Solid-state lithium battery with graphite anode,2003.0,145,0.94411351,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2012.10.079,All-solid-state lithium battery with LiBH4 solid electrolyte,2012.0,145,0.96696543,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.6b08435,Cation Mixing Properties toward Co Diffusion at the LiCoO<sub>2</sub> Cathode/Sulfide Electrolyte Interface in a Solid-State Battery,2016.0,145,0.96976659,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ensm.2018.05.018,Highly stable garnet solid electrolyte based Li-S battery with modified anodic and cathodic interfaces,2018.0,145,0.98543603,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.electacta.2016.12.113,Carbonate-linked poly(ethylene oxide) polymer electrolytes towards high performance solid state lithium batteries,2016.0,144,0.98311532,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.nanoen.2019.03.023,Manipulating kinetics of sulfurized polyacrylonitrile with tellurium as eutectic accelerator to prevent polysulfide dissolution in lithium-sulfur battery under dissolution-deposition mechanism,2019.0,144,0.98663589,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.201902899,"Sodium Plating from Na‐β″‐Alumina Ceramics at Room Temperature, Paving the Way for Fast‐Charging All‐Solid‐State Batteries",2019.0,144,0.98498317,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201902899,True,Overall Top Citation,2,Success (API)
